,loss,accuracy,val_loss,val_accuracy
0,4.472573757171631,0.28266599774360657,1.5073356628417969,0.3321608006954193
1,1.2337499856948853,0.43429145216941833,1.1283091306686401,0.49296483397483826
2,1.1089506149291992,0.5119869709014893,1.0081843137741089,0.6030150651931763
3,0.9560964703559875,0.6101418137550354,0.9084343910217285,0.6261306405067444
4,0.8586852550506592,0.6501820087432861,0.7935179471969604,0.6894472241401672
5,0.758717954158783,0.6946153044700623,0.7159505486488342,0.7050251364707947
6,0.6930094957351685,0.7267478108406067,0.6396998167037964,0.7180904746055603
7,0.6309451460838318,0.7504706978797913,0.5718104243278503,0.7889447212219238
8,0.5568740367889404,0.7829797863960266,0.5394375324249268,0.7653266191482544
9,0.504923939704895,0.7974143624305725,0.4470924437046051,0.839195966720581
10,0.45662203431129456,0.8088364601135254,0.39934027194976807,0.8381909728050232
11,0.39594265818595886,0.831429660320282,0.34251102805137634,0.8613065481185913
12,0.3522070348262787,0.8559055924415588,0.3159109950065613,0.864824116230011
13,0.3194412291049957,0.8672022223472595,0.27638712525367737,0.8819095492362976
14,0.2524028420448303,0.9034768342971802,0.24113959074020386,0.8969849348068237
15,0.21001805365085602,0.9172837734222412,0.16868367791175842,0.9422110319137573
16,0.19040264189243317,0.9255679845809937,0.13869592547416687,0.9527637958526611
17,0.17069442570209503,0.9344797134399414,0.12974418699741364,0.9577889442443848
18,0.16164804995059967,0.9367390275001526,0.18715623021125793,0.9231155514717102
19,0.15152385830879211,0.942261815071106,0.1355489045381546,0.9522613286972046
20,0.13775645196437836,0.9443956613540649,0.19058752059936523,0.921608030796051
21,0.10549484938383102,0.9638508558273315,0.10961773991584778,0.9567838907241821
22,0.10957499593496323,0.9587046504020691,0.16545939445495605,0.9407035112380981
23,0.1027454137802124,0.9614660739898682,0.09191916882991791,0.9673366546630859
24,0.08897692710161209,0.9659847021102905,0.10395440459251404,0.9597989916801453
25,0.0995829626917839,0.9607129693031311,0.07624150067567825,0.9748743772506714
26,0.07245241850614548,0.9736412763595581,0.07039407640695572,0.9738693237304688
27,0.06588730216026306,0.9761516451835632,0.06143553927540779,0.9768844246864319
28,0.10924401134252548,0.9584535956382751,0.06491751223802567,0.9783919453620911
29,0.0836794376373291,0.9686205387115479,0.07815975695848465,0.9683417081832886
30,0.058003075420856476,0.9795405864715576,0.049047425389289856,0.9804019927978516
31,0.06418906152248383,0.9753985404968262,0.07000178843736649,0.9688442349433899
32,0.07312218099832535,0.9727626442909241,0.06332717090845108,0.9788944721221924
33,0.0737106129527092,0.9713819622993469,0.048896558582782745,0.9824120402336121
34,0.05603094398975372,0.9790385365486145,0.05417543277144432,0.9809045195579529
35,0.056442420929670334,0.9802936911582947,0.033087071031332016,0.9889447093009949
36,0.04709356278181076,0.9835571646690369,0.04184970259666443,0.9874371886253357
37,0.04590252414345741,0.9829295873641968,0.041356176137924194,0.9904522895812988
38,0.04061425104737282,0.9844357967376709,0.06174132227897644,0.9758793711662292
39,0.03700820356607437,0.9876992702484131,0.044487178325653076,0.9819095730781555
40,0.06862906366586685,0.9753985404968262,0.05058817192912102,0.9854271411895752
41,0.05722605437040329,0.9777833819389343,0.03608744964003563,0.9864321351051331
42,0.03800085932016373,0.986820638179779,0.030587468296289444,0.9914572834968567
43,0.026428604498505592,0.9919668436050415,0.041058316826820374,0.9884421825408936
44,0.028859609737992287,0.9904606342315674,0.026777539402246475,0.9914572834968567
45,0.05160103365778923,0.9802936911582947,0.1180347427725792,0.9507537484169006
46,0.04524444788694382,0.9839337468147278,0.03205806389451027,0.9864321351051331
47,0.0727321207523346,0.9691226482391357,0.048275258392095566,0.9804019927978516
48,0.02083718776702881,0.9948537945747375,0.023037556558847427,0.9944723844528198
49,0.028043797239661217,0.9905861616134644,0.02484285645186901,0.9914572834968567
