,loss,accuracy,val_loss,val_accuracy
0,0.6135685443878174,0.744696855545044,1.1813889741897583,0.8336683511734009
1,0.1943114846944809,0.931090772151947,0.32328978180885315,0.9211055040359497
2,0.11068803817033768,0.9614660739898682,0.2944091558456421,0.9145728349685669
3,0.07843517512083054,0.9737668037414551,0.20904724299907684,0.9341708421707153
4,0.051235370337963104,0.9824275374412537,0.14538928866386414,0.9562814235687256
5,0.04273935779929161,0.985816478729248,0.2116767019033432,0.935175895690918
6,0.030784079805016518,0.9903351068496704,0.1099616214632988,0.9693467617034912
7,0.01349922176450491,0.9959834218025208,0.1411433219909668,0.9643216133117676
8,0.03020201437175274,0.9899585843086243,0.23200829327106476,0.9236180782318115
9,0.01830323599278927,0.9935985803604126,0.15460041165351868,0.9608040452003479
10,0.018023667857050896,0.9937241077423096,0.11123025417327881,0.9688442349433899
11,0.013337140902876854,0.9953558444976807,0.16495834290981293,0.9537688493728638
12,0.03593191131949425,0.9927199482917786,0.18450066447257996,0.9547738432884216
13,0.022096268832683563,0.9927199482917786,0.10268421471118927,0.9703517556190491
14,0.011715631932020187,0.9967365264892578,0.13399867713451385,0.9623115658760071
15,0.013166233897209167,0.9959834218025208,0.1260218769311905,0.9668341875076294
16,0.01035399828106165,0.9966109991073608,0.1040206253528595,0.9668341875076294
17,0.0026013695169240236,0.999748945236206,0.11903096735477448,0.9738693237304688
18,0.01492676604539156,0.9951047897338867,0.19473938643932343,0.9572864174842834
19,0.022854473441839218,0.9948537945747375,0.26425814628601074,0.955276370048523
20,0.018529657274484634,0.9944772124290466,0.1895005851984024,0.9522613286972046
21,0.008744112215936184,0.9964855313301086,0.10548214614391327,0.9733668565750122
22,0.00707257678732276,0.9976151585578918,0.09105315059423447,0.9713568091392517
23,0.01035171840339899,0.9963600039482117,0.12695296108722687,0.9658291339874268
24,0.011857312172651291,0.9954813718795776,0.08056237548589706,0.9773869514465332
